"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"758"	1	1	3	3	2	2	1	1	4	3	1	1	1	2	1	4	2	2	1	1	2	3	2	2	1	1	1	1	1	4	1	2	1	3	4	1	1	1	1	1	3	2	2	1	2	1	2	2	4	2	1	2	1	3	1	2	1	1	2	4	1	1	1	1	2	4	4	2	1	1	1	3	4	1	1	1	4	1	1	1	2	2	4	1	3	1	4	1	3	1	1	1	1	2	1	2	4	3	1	1
"759"	3	3	2	1	2	3	1	2	4	1	3	3	2	1	2	1	4	1	1	1	2	2	2	3	1	1	1	1	1	2	1	1	1	3	1	1	4	2	2	2	3	1	1	1	1	1	4	1	1	1	1	2	1	4	1	3	1	1	2	4	3	1	1	3	1	4	2	4	1	3	1	3	1	1	1	3	1	1	1	2	2	1	1	4	1	1	1	1	3	2	1	3	2	1	1	2	4	3	4	1
"760"	1	1	1	1	4	3	1	4	2	1	1	2	2	2	2	2	1	1	1	1	1	1	2	4	1	1	2	3	1	2	1	4	1	3	1	2	1	4	1	2	3	1	1	2	4	1	1	1	1	1	2	4	1	1	1	2	3	1	4	4	1	1	2	2	2	2	1	2	3	1	4	1	1	2	1	2	1	2	1	1	2	2	3	3	3	1	1	4	4	2	1	1	2	1	4	2	1	1	2	1
"761"	1	1	2	3	4	2	1	1	4	1	1	1	1	2	2	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	2	4	2	1	1	2	2	1	2	1	1	1	1	1	1	2	4	1	4	2	1	1	2	2	3	1	1	1	2	2	3	1	3	1	4	4	3	1	2	1	1	1	1	2	2	3	1	3	3	1	1	1	2	3	2	1	1	3	3	1	2	4	3	4	2
"762"	4	2	1	2	2	2	1	2	4	1	1	1	4	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	1	1	1	2	1	4	4	3	4	3	1	3	4	1	2	1	1	1	4	1	2	2	1	2	1	1	1	1	1	4	2	1	1	2	2	4	1	2	1	2	1	1	4	2	1	2	1	4	3	2	1	4	4	1	1	2	3	1	1	2	3	2	1	1	2	4	1	2	4	3	1	2
"763"	4	2	1	1	1	2	1	1	3	1	3	1	4	1	2	1	1	1	4	1	3	2	3	2	1	4	1	1	1	2	1	2	1	4	1	4	4	2	1	2	3	3	2	1	2	1	3	2	1	2	2	1	1	3	2	1	1	2	2	1	2	2	1	4	1	2	4	4	1	1	2	2	1	4	4	1	1	3	1	1	2	1	3	3	4	1	1	2	3	2	1	2	3	2	1	1	4	3	4	2
"764"	1	1	1	1	2	1	1	1	4	1	4	1	2	2	1	2	1	3	1	1	4	1	2	3	4	1	1	1	2	1	1	2	1	4	1	1	4	1	1	2	3	2	4	1	2	1	4	1	2	1	3	2	1	1	1	3	1	3	2	1	3	4	2	1	1	1	1	1	4	2	4	2	2	1	1	3	1	2	2	4	2	1	2	4	1	1	3	2	3	1	1	2	1	2	1	1	1	2	1	1
"765"	2	2	1	2	1	4	1	2	4	1	3	2	2	1	1	2	2	3	1	1	2	1	3	4	1	1	1	1	2	3	3	2	1	4	1	1	1	2	2	2	4	2	1	1	1	1	2	1	1	2	1	3	1	3	1	3	1	2	2	1	1	1	2	1	4	1	1	3	1	1	1	4	1	2	1	1	4	1	1	1	1	2	3	1	1	2	1	4	2	1	1	2	1	2	1	1	1	3	4	4
"766"	4	1	3	1	4	1	1	4	4	3	1	1	3	1	3	1	1	1	4	4	4	4	4	4	1	1	1	4	2	3	1	2	1	3	1	2	1	3	2	1	3	2	1	1	1	1	1	1	1	4	1	2	1	1	3	1	1	3	2	3	2	4	2	1	2	1	3	1	1	1	2	1	2	3	1	1	3	2	1	1	3	2	1	1	2	1	1	2	2	1	1	2	1	1	4	3	1	3	4	1
"767"	1	2	1	3	2	1	1	1	4	3	1	2	4	1	2	2	4	2	1	1	3	2	2	1	1	3	1	1	1	2	1	4	1	1	1	3	2	1	2	2	4	1	1	1	2	1	2	1	1	3	1	2	1	1	4	1	1	1	3	1	3	1	1	2	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	1	2	2	1	3	3	1	1	1	3	1	1	1	2	2	4	1	1	1	4	1
"768"	1	2	2	4	1	2	1	1	4	1	1	2	2	2	1	3	2	2	1	1	1	2	2	4	4	4	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	3	1	1	2	2	3	1	1	2	1	1	2	1	2	1	1	1	2	1	3	4	2	1	2	1	1	2	1	1	4	3	1	1	1	3	1	4	1	1	2	2	1	1	3	1	1	4	2	1	1	2	2	1	4	1	2	2	4	2
"769"	1	1	3	1	1	2	1	4	4	3	3	2	1	2	2	1	1	1	1	1	4	3	1	3	1	1	1	1	1	1	1	1	1	2	1	3	4	2	4	1	3	1	1	1	2	1	2	1	4	2	2	1	1	2	1	1	1	2	4	1	3	2	1	3	1	1	1	2	1	3	1	1	1	3	1	4	2	2	2	1	3	1	1	1	3	1	2	1	4	1	1	1	1	1	4	2	1	2	2	1
"770"	1	2	2	1	2	1	1	2	4	1	2	1	1	2	1	3	2	1	1	1	3	1	4	2	1	1	1	4	1	4	1	4	1	1	1	1	2	3	1	3	3	3	1	1	2	1	4	1	2	1	2	4	1	1	1	3	1	1	1	1	3	1	1	1	2	1	1	2	1	2	1	3	4	1	3	4	1	4	1	1	3	1	3	1	1	1	2	2	1	1	1	2	3	2	4	2	4	4	2	1
"771"	2	2	2	1	3	2	1	1	4	1	4	2	1	2	1	4	1	1	4	1	1	1	2	2	4	1	1	1	1	1	2	4	1	4	2	1	1	3	1	1	3	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	4	2	4	1	1	1	3	2	1	1	4	1	1	1	3	1	2	1	3	1	2	1	2	2	2	3	4	1	4	4	4	3	1	1	2	1	1	3	1	1	3	1	1
"772"	4	2	2	2	4	1	1	2	2	1	1	1	1	1	3	4	1	2	4	2	1	1	2	2	1	3	1	1	1	3	1	2	1	1	1	1	4	1	1	2	4	2	4	1	2	1	3	1	1	2	1	1	2	2	1	1	1	3	2	1	1	1	2	1	1	1	1	2	4	4	1	1	1	2	1	1	1	2	1	3	3	1	3	2	3	1	1	2	2	1	1	1	2	3	1	2	1	1	3	1
"773"	4	4	1	1	4	3	1	4	4	1	2	1	3	2	2	2	1	3	1	1	3	1	2	1	2	3	1	1	1	2	1	2	1	1	1	2	3	4	1	1	3	2	1	2	1	1	4	1	1	2	1	2	1	1	1	2	1	4	2	2	3	2	2	1	2	1	3	2	1	2	1	1	1	1	1	1	4	1	1	1	3	2	3	1	1	3	2	2	4	1	1	4	1	4	1	2	4	1	2	1
"774"	1	2	3	1	2	4	1	1	3	1	1	1	1	1	2	1	1	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	4	2	2	1	2	1	4	1	1	2	2	1	1	1	3	1	1	1	2	1	1	2	4	1	1	1	4	2	2	1	4	2	4	1	1	4	2	1	2	3	2	2	1	1	2	4	1	3	3	2	1	3	1	1	4	1	1	1	3	1
"775"	4	2	3	1	1	1	1	2	1	3	1	1	1	2	2	3	4	1	1	1	1	4	2	4	1	3	1	4	1	1	1	2	1	4	1	2	1	2	2	2	3	1	1	2	2	1	2	1	2	2	1	1	1	1	3	1	1	2	2	1	2	4	1	1	2	2	4	4	3	3	1	3	1	1	4	4	1	3	2	1	3	1	2	2	1	1	2	4	3	2	1	2	4	1	1	3	1	1	1	2
"776"	1	2	3	1	4	1	1	2	1	1	1	3	1	2	2	1	1	1	1	1	1	1	2	3	1	1	1	1	1	3	4	2	1	1	1	1	1	2	1	1	4	2	1	1	1	2	1	1	1	1	1	1	1	4	4	3	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	4	1	2	1	1	1	4	2	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	3	1	1
"777"	2	2	2	4	1	1	1	4	2	1	1	1	4	2	2	4	1	1	3	2	1	1	2	4	4	4	1	1	2	3	2	2	1	2	1	2	2	1	1	2	3	2	1	1	2	1	2	1	2	2	2	1	1	2	2	1	3	2	2	4	3	1	3	1	2	1	1	3	4	1	4	1	3	1	3	2	1	4	2	4	2	2	1	1	2	1	1	1	3	1	1	2	2	1	1	1	3	1	1	2
"778"	3	1	2	2	3	4	1	4	4	1	1	2	2	1	1	1	1	3	4	1	1	2	2	4	1	1	1	1	1	4	2	2	1	1	1	2	4	2	2	1	3	3	1	1	2	1	3	1	2	4	1	2	1	2	1	1	1	1	2	4	1	3	2	1	1	1	1	2	1	1	2	3	1	1	1	1	1	4	1	1	2	2	1	1	1	1	1	4	4	1	1	3	3	1	1	1	1	4	2	1
"779"	1	1	1	1	4	2	1	3	4	1	3	3	4	2	2	3	4	4	3	4	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	3	3	1	3	1	3	1	1	1	2	3	1	1	1	2	1	1	2	1	2	1	1	2	4	3	1	1	4	2	1	1	4	1	3	1	1	1	1	1	1	1	1	1	4	2	1	4	4	3	4	1	2	3	1	1	1	1	4	4	2	4	1	2	2
"780"	3	1	2	1	4	2	1	4	1	1	3	2	1	2	2	2	1	3	4	1	2	2	3	2	4	1	1	1	1	1	1	2	1	3	1	2	4	1	2	1	3	1	1	2	2	1	3	2	1	2	2	1	1	1	4	4	3	1	2	1	1	4	1	1	1	2	1	3	1	3	1	1	3	1	2	1	2	1	1	3	2	2	1	2	3	4	1	4	3	1	1	4	1	2	1	2	1	3	1	1
"781"	1	2	3	3	2	4	1	4	1	1	2	1	1	1	2	1	2	1	1	2	2	3	1	3	4	4	1	4	1	2	2	4	1	2	1	3	1	2	2	2	3	2	1	2	1	1	4	1	3	1	2	1	1	2	3	3	1	1	2	1	1	1	1	1	2	4	1	2	1	2	1	2	1	2	1	4	1	2	1	1	3	2	2	2	3	1	4	1	3	1	1	1	1	1	2	2	3	1	4	1
"782"	1	2	1	1	1	1	1	2	2	1	3	1	4	1	2	2	1	3	1	2	4	1	2	1	1	1	1	1	1	1	1	2	1	4	1	3	4	2	4	2	4	4	4	2	2	1	1	1	2	1	4	1	1	1	1	1	3	1	2	1	1	2	2	2	1	1	1	2	4	1	4	3	1	4	1	1	1	4	1	3	3	2	3	1	2	1	2	2	2	2	1	1	2	1	1	2	4	1	1	1
"783"	2	2	2	2	2	1	1	2	3	3	3	1	1	2	1	1	4	1	4	1	1	1	2	1	1	1	1	3	1	4	1	2	1	3	1	4	4	2	1	2	3	1	2	4	4	1	3	1	1	1	2	1	1	1	1	2	1	3	2	4	1	1	1	1	2	2	1	3	4	1	4	2	1	2	1	4	2	2	1	4	3	2	3	1	2	3	3	2	3	1	1	1	2	1	1	2	4	3	3	1
"784"	3	3	2	1	4	1	1	4	3	2	2	1	2	3	4	3	2	1	1	1	3	2	2	2	1	2	1	1	1	1	1	4	1	4	4	1	1	2	1	4	2	3	1	1	2	1	4	2	1	1	1	1	1	2	2	1	1	2	4	4	3	4	1	2	1	1	1	4	2	4	1	3	4	1	2	1	1	3	1	1	4	1	1	1	4	1	1	2	3	1	1	1	1	4	3	3	4	1	3	1
"785"	1	2	2	2	1	1	1	3	3	1	1	1	1	2	2	3	4	3	1	1	4	1	2	1	1	1	1	2	3	2	1	3	1	1	1	4	4	3	3	1	2	1	1	1	1	2	4	1	4	1	1	1	1	1	1	3	3	1	2	1	1	1	2	1	3	1	1	4	1	1	1	3	1	1	1	4	1	4	2	1	2	2	1	4	1	4	2	1	3	1	1	1	2	4	3	1	1	3	2	2
"786"	2	2	1	2	4	2	1	4	2	1	3	1	1	1	2	1	2	1	4	4	1	1	2	2	2	1	1	1	1	4	1	2	1	4	2	3	1	2	2	1	4	4	1	2	4	1	3	1	1	2	2	2	1	2	1	1	1	3	3	4	1	1	3	4	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1	3	4	2	4	1	2	4	2	1	1	1	4	1	1	4	3	1	2
"787"	1	1	1	4	2	2	1	2	4	3	4	1	3	2	1	2	2	3	1	4	1	1	2	2	1	1	1	3	1	1	1	2	1	3	1	2	4	1	2	2	3	1	1	1	1	1	2	1	4	2	2	1	3	2	4	1	1	1	2	3	3	4	1	1	2	3	1	3	1	1	4	1	1	1	1	4	4	1	1	4	2	1	3	3	3	4	1	2	3	1	1	1	1	2	1	1	1	2	3	1
"788"	2	2	1	2	2	1	1	2	3	1	3	1	2	1	1	1	2	4	4	1	1	1	2	1	1	2	1	1	1	1	1	4	1	1	1	3	1	1	2	1	3	2	1	2	2	1	4	1	3	1	2	2	1	4	1	1	1	2	2	1	3	2	1	3	2	2	1	2	4	1	4	3	1	1	1	4	1	4	3	1	2	1	3	1	1	1	4	2	4	2	1	1	3	1	1	1	2	3	2	1
"789"	3	1	3	1	2	2	1	1	1	1	1	1	4	2	2	2	2	1	1	1	1	2	1	4	1	1	1	1	1	3	1	1	1	3	1	1	1	1	2	1	4	1	1	1	2	1	1	2	2	1	1	1	1	1	1	3	1	2	2	3	1	2	1	1	2	1	1	2	4	4	4	3	1	4	1	1	1	1	1	1	3	2	3	3	2	4	1	1	3	4	1	2	1	3	4	1	1	3	2	1
"790"	3	1	4	1	4	1	1	1	4	1	4	1	3	2	2	3	1	1	1	2	1	1	4	3	1	1	1	1	2	1	1	4	1	4	1	1	2	1	1	1	3	2	1	1	1	1	2	1	2	1	2	1	1	2	1	3	1	1	3	4	1	4	4	1	1	2	1	4	1	3	2	3	1	1	1	2	1	1	1	3	2	1	1	1	1	4	4	1	4	2	1	1	1	1	1	2	1	2	4	1
"791"	1	1	1	1	3	2	1	4	1	1	3	1	3	2	1	3	2	3	1	1	1	1	3	1	1	1	1	3	1	4	2	2	1	2	1	4	4	4	3	1	1	4	1	2	2	1	3	1	1	2	2	2	1	2	1	3	1	4	3	1	3	3	2	2	1	1	1	3	1	1	4	1	1	1	2	2	1	2	2	4	2	2	1	4	4	1	4	2	3	1	2	2	3	1	1	2	1	4	1	1
"792"	4	1	1	3	1	2	1	3	2	1	2	1	4	3	1	2	2	1	1	1	2	1	2	2	4	1	1	1	2	2	1	4	1	3	1	1	4	1	1	1	3	1	1	1	2	2	1	2	2	1	1	1	1	4	3	1	1	1	1	1	2	2	1	2	1	4	1	2	2	1	4	3	2	1	1	1	1	3	1	1	2	1	1	4	3	1	1	2	4	2	1	1	2	1	4	1	1	1	2	4
"793"	1	2	3	3	4	2	2	1	4	1	3	1	4	4	3	1	1	1	1	1	4	3	2	4	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	2	1	1	1	2	1	1	3	2	1	1	2	3	1	4	3	1	1	3	2	1	3	2	1	2	3	1	2	2	1	3	4	3	1	2	1	3	1	1	1	3	3	1	3	1	1	1	1	4	4	1	1	3	2	4	1	2	1	3	4	1
"794"	1	2	2	1	4	2	1	1	4	3	1	2	1	2	1	3	2	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	3	2	1	1	2	4	4	1	2	2	1	1	2	2	1	3	1	2	2	1	1	4	1	1	1	2	2	4	1	1	4	3	1	4	1	4	1	1	2	4	2	2	1	1	1	1	2	4	3	2	3	4	2	2	1	2	1	4	1	3
"795"	2	1	1	1	4	1	1	1	1	1	1	2	4	1	1	1	1	2	1	1	3	2	2	2	1	1	1	1	1	1	1	4	1	3	1	1	1	2	1	1	3	1	1	2	2	1	1	1	1	1	1	1	1	3	2	1	1	4	2	1	1	1	1	1	2	4	2	4	2	2	1	3	2	1	1	1	1	4	1	3	2	1	1	1	2	1	1	1	3	2	1	2	1	1	1	3	1	4	4	1
"796"	4	2	2	1	1	1	2	2	1	1	2	2	3	2	1	3	2	1	4	1	4	1	2	2	1	1	1	1	3	1	1	2	1	3	4	3	1	1	3	1	3	1	1	2	1	1	3	1	1	2	1	1	1	2	2	2	1	1	2	2	3	1	2	1	1	1	1	1	4	1	1	3	1	1	1	3	1	1	1	1	2	2	1	1	1	3	4	2	3	2	4	1	1	3	1	1	3	3	2	2
"797"	2	4	1	2	1	2	1	1	2	1	3	1	1	2	2	1	2	1	1	1	1	2	2	2	3	3	1	2	1	4	1	2	1	3	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	4	1	1	1	3	3	2	3	2	1	1	1	4	3	2	3	3	1	1	1	2	4	1	1	1	2	1	3	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	2	1
"798"	1	2	1	1	1	1	1	2	4	1	1	1	4	2	2	1	1	3	4	1	4	3	1	1	1	3	1	1	1	3	1	4	1	2	1	2	4	1	1	1	4	3	1	2	2	1	1	1	4	3	1	1	1	1	3	1	1	3	2	2	1	1	3	3	1	1	1	3	1	3	4	3	1	4	1	4	1	1	1	1	2	2	1	1	2	3	2	4	2	2	1	1	1	4	1	1	1	4	2	1
"799"	4	2	3	2	2	2	1	3	4	1	1	3	1	2	2	3	1	1	4	1	1	1	2	3	1	4	1	1	2	1	2	4	1	3	1	2	1	2	1	1	3	2	1	1	3	2	2	1	2	2	2	1	1	2	2	3	1	2	1	4	3	4	2	1	3	2	1	2	1	1	4	3	1	1	1	2	1	2	2	1	2	2	1	1	2	1	4	4	4	2	1	1	1	1	1	1	1	2	4	4
"800"	1	2	1	3	2	2	1	2	2	1	2	3	2	2	1	1	2	1	3	1	4	2	3	2	1	1	1	4	1	2	3	4	1	1	1	4	1	2	1	1	2	2	1	2	4	1	4	1	2	4	2	1	1	1	1	1	1	2	2	4	1	4	2	1	1	1	1	1	3	2	4	3	4	1	3	2	1	3	1	4	2	1	1	1	1	1	3	4	4	2	1	2	2	1	3	2	3	3	1	1
"801"	2	2	2	3	4	3	1	1	3	1	3	1	2	2	2	2	1	3	4	1	4	2	3	2	1	1	1	4	1	4	1	1	1	3	1	2	1	1	1	1	1	2	2	1	1	4	1	1	1	2	2	4	1	3	1	1	1	1	2	1	3	2	2	4	1	3	1	2	1	3	4	3	1	3	4	4	1	2	2	1	2	1	1	1	3	1	1	2	2	2	1	1	1	1	1	2	1	2	2	2
"802"	2	1	1	1	4	4	1	2	4	1	2	1	4	2	1	2	1	1	1	4	2	1	2	3	1	1	1	2	1	1	2	2	1	2	1	1	4	4	1	2	3	4	1	2	2	1	2	1	3	1	1	4	1	2	1	3	1	3	1	1	3	2	1	2	1	2	1	2	1	1	4	3	1	1	1	2	3	1	1	1	2	1	4	1	1	1	1	2	4	1	1	4	1	3	1	2	1	1	1	2
"803"	1	2	2	1	4	3	1	4	1	1	2	1	4	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	3	4	2	1	1	3	2	1	2	2	1	4	1	1	2	1	2	1	1	1	1	1	2	1	4	3	2	3	1	1	1	1	2	1	2	4	2	1	4	2	2	1	3	1	1	4	2	1	1	3	1	4	1	4	2	1	1	2	1	1	2	1	3	1	1
"804"	1	1	1	1	2	4	1	1	1	1	1	1	2	4	2	1	1	1	1	4	1	3	3	3	3	3	1	1	1	1	2	2	1	4	1	2	3	1	2	1	3	1	1	2	4	2	1	1	3	2	1	2	1	1	3	2	1	1	1	3	3	1	2	1	2	2	4	1	2	1	4	3	1	1	1	1	1	3	2	1	4	2	4	3	2	1	4	4	3	1	1	1	1	1	1	1	1	2	1	4
"805"	4	2	3	1	4	2	1	2	4	1	2	1	1	2	2	1	1	1	1	3	1	3	4	2	1	1	1	1	1	1	1	4	1	2	1	1	1	2	2	1	3	2	1	1	2	1	2	1	3	4	1	1	1	1	3	2	1	1	1	2	1	1	1	4	2	2	4	2	1	1	4	4	1	2	4	2	2	2	2	1	2	1	1	3	4	1	1	3	3	1	1	1	2	4	1	2	1	3	4	1
"806"	2	3	4	3	1	1	1	3	4	1	3	1	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	4	1	1	2	2	2	1	2	2	1	2	2	2	3	3	1	2	1	1	1	1	3	1	1	3	2	1	1	1	2	4	1	3	1	4	1	4	4	1	1	1	4	1	1	3	2	1	1	2	1	1	2	4	1	1	2	2	2	1	1	1	1	2	1
"807"	1	2	2	2	1	1	1	2	1	1	1	1	4	2	2	1	1	1	1	1	1	2	4	4	1	2	1	4	2	1	2	1	1	1	1	1	4	4	3	1	3	1	1	1	4	1	4	1	1	2	2	2	1	2	2	2	1	1	2	1	3	2	2	2	1	2	1	2	1	1	4	3	1	4	1	4	1	4	1	1	1	2	1	1	1	1	1	4	2	2	1	1	1	1	1	1	1	2	3	1
"808"	3	2	2	1	1	3	1	2	2	1	3	1	3	2	2	1	2	1	1	1	4	4	2	3	1	3	1	1	2	3	2	2	1	2	1	2	1	2	1	1	3	1	1	2	3	1	1	1	1	2	2	1	4	2	2	3	3	2	3	2	1	2	2	3	1	2	1	2	1	3	1	1	2	1	1	1	1	1	1	4	3	2	1	1	2	1	1	2	3	1	1	2	2	3	1	1	1	3	2	1
"809"	3	2	3	1	1	2	1	1	3	1	2	1	3	1	1	3	2	2	1	4	2	1	2	2	1	3	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	4	2	1	2	3	2	4	1	2	1	2	4	1	1	3	1	3	2	3	2	1	2	1	1	1	2	1	2	2	4	2	1	1	2	1	1	1	1	3	4	1
"810"	4	1	2	1	3	1	1	1	2	3	2	2	1	2	2	1	1	1	1	1	4	3	2	4	2	2	1	1	1	1	2	4	1	3	1	1	1	1	2	1	3	1	1	2	4	2	3	1	1	2	1	1	1	1	3	2	3	1	3	4	3	1	4	1	1	1	1	2	1	1	3	3	1	1	1	1	2	2	2	1	2	1	4	1	3	1	3	4	3	1	1	1	3	4	4	2	4	3	4	1
"811"	4	1	2	4	3	1	1	4	1	1	3	2	2	2	2	1	2	2	1	3	1	2	3	1	1	4	1	1	1	1	1	3	1	3	1	1	1	2	3	2	3	2	1	2	2	1	2	1	2	1	1	1	4	2	3	2	1	4	1	2	2	2	2	4	1	1	1	2	1	3	4	2	2	4	2	1	1	1	1	4	2	2	3	1	4	1	1	4	4	1	4	3	2	1	1	1	1	2	4	2
"812"	4	1	1	3	2	2	1	2	2	3	1	2	2	1	1	1	1	3	4	1	2	1	2	3	2	1	1	1	1	2	1	1	1	4	1	3	2	2	1	1	2	1	1	1	1	2	4	1	1	1	2	2	1	4	1	3	1	2	3	1	1	4	1	1	2	2	1	4	3	4	1	2	1	1	1	1	2	3	1	1	2	2	4	3	2	1	4	2	2	1	1	2	2	4	1	1	1	3	4	1
"813"	1	2	1	1	1	1	1	2	1	1	4	1	2	2	1	2	4	1	1	1	1	2	4	1	4	1	1	2	1	1	1	1	1	2	1	2	1	3	2	1	3	1	2	1	2	1	2	1	4	1	2	2	2	2	3	3	1	3	2	2	3	4	1	1	1	1	1	2	1	1	4	1	1	1	1	3	2	2	1	1	2	1	4	3	2	1	1	1	3	1	1	1	1	1	1	3	3	1	1	1
"814"	2	1	3	1	4	1	1	1	4	1	3	1	2	2	4	1	1	1	4	1	4	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	3	1	2	3	1	1	1	1	1	3	1	2	1	1	2	1	4	3	1	1	1	2	1	2	1	2	1	2	1	1	2	3	1	4	1	3	4	1	1	1	2	1	1	4	1	4	3	4	1	1	4	3	2	3	2	2	1	1	1	1	1	2	1
"815"	4	2	1	1	2	2	1	1	2	1	1	1	2	4	2	3	3	3	4	1	4	2	3	1	2	1	1	4	1	1	2	2	1	1	4	4	1	2	2	2	1	3	1	1	2	1	1	1	3	2	2	1	1	3	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	4	1	1	2	1	2	1	2	1	1	2	2	3	1	1	1	4	4	3	1	1	2	2	3	1	1	1	3	4	1
"816"	1	3	4	4	3	2	1	4	1	1	4	1	1	2	2	1	1	1	4	1	2	1	2	2	1	1	2	1	1	4	1	1	1	2	1	2	4	2	2	1	3	2	1	2	1	1	4	1	1	4	2	1	1	1	3	1	1	4	2	1	1	1	1	4	1	1	1	2	1	1	1	3	1	3	2	3	2	4	1	3	2	1	1	4	1	1	1	2	3	2	1	3	1	1	3	2	4	3	3	4
"817"	1	1	3	1	2	3	1	1	4	3	2	1	4	2	2	2	4	1	1	1	4	3	2	1	1	1	1	3	2	3	1	1	1	3	1	3	4	1	3	1	4	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	3	2	4	2	4	2	4	2	4	4	1	1	4	4	1	4	4	2	1	1	2	2	3	3	1	3	1	1	1	2	4	1	4	3	1	1	1	1	1	4	1	2	1
"818"	4	2	2	2	4	1	1	4	3	3	2	2	2	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	3	1	1	1	2	1	2	3	3	1	1	2	2	1	2	3	2	2	1	1	2	1	1	1	1	1	2	3	2	2	1	1	1	1	2	1	3	4	4	1	1	4	1	3	2	2	1	3	2	3	3	3	1	4	1	4	2	1	2	4	1	1	2	2	1	2	1
"819"	1	1	1	1	4	2	1	1	1	1	4	1	4	2	2	1	1	1	4	1	1	1	2	1	1	1	1	1	1	2	4	1	1	4	1	2	1	3	1	4	3	2	4	2	1	3	1	1	4	1	2	1	2	3	1	3	3	4	2	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	4	1	1	4	1	1	2	1	3	1	1	1	4	1	4	2	3	2	3	4	1	2	4	1	1	1
"820"	1	2	2	3	2	1	1	1	1	1	1	3	1	1	2	1	1	1	4	1	1	1	1	2	1	1	1	3	1	3	2	2	1	3	1	1	4	2	1	1	3	1	2	1	1	1	1	1	1	2	2	1	1	4	1	1	1	1	1	1	1	1	1	2	4	1	1	2	1	1	2	1	4	3	1	3	1	4	1	1	3	1	1	2	1	1	1	1	3	2	1	2	2	1	1	1	1	2	2	2
"821"	2	1	1	3	4	1	1	4	4	3	1	3	2	1	2	3	1	3	3	1	1	1	2	1	2	1	1	1	1	2	1	1	1	3	1	3	4	1	1	2	3	1	1	2	2	1	4	1	1	1	1	1	1	4	1	2	1	1	2	1	2	4	3	1	3	2	1	2	2	1	1	1	1	1	1	3	1	1	2	1	2	2	1	3	4	1	1	2	4	1	1	3	3	2	1	1	2	1	4	2
"822"	1	3	4	1	3	1	1	1	2	1	3	1	4	2	1	1	1	1	2	4	4	4	2	4	1	3	1	3	1	1	2	2	1	3	1	3	1	4	2	2	2	2	1	2	1	1	4	1	2	1	2	1	1	2	3	2	1	1	2	4	2	1	1	1	1	2	1	3	1	1	3	3	1	1	4	1	1	3	2	1	3	2	4	1	4	1	1	2	4	1	1	2	1	1	1	1	1	1	4	1
"823"	4	2	2	2	2	1	1	2	4	1	1	4	4	2	2	4	2	1	1	1	2	1	1	1	4	3	1	3	1	1	1	4	1	4	1	2	4	1	1	1	1	2	1	1	1	1	4	1	1	2	1	1	1	2	1	3	1	1	2	1	2	1	2	3	1	2	1	1	1	4	4	4	1	2	1	1	1	2	1	2	3	1	1	2	1	1	1	2	1	2	1	3	2	4	1	2	2	1	2	1
